review,sentiment
"An excellent example of the spectacular Busby Berkeley musicals produced in the early 1930's. Audiences must've been very surprised to see James Cagney in this type of vehicle. Quite a contrast from his ""Public Enemy"" 2 years earlier. Cagney does add spark & interest to a rather routine tired out formulated storyline & plot. But the highlight of the movie is the 3 elaborate production numbers back to back. First with the conservative ""Honeymoon Hotel"" number,then followed by the very spectacularly eye dazzling ""By A Waterfall"" sequence,followed by the closing ""Shanghai Lil"" sequence, Cagney only participates in the last number hoofing it up on top of a bar counter with Ruby Keeler. The ""Shanghai Lil"" number with Cagney is excellent but a bit of a comedown & anti climactic after the more exciting & incredibly mind boggling ""By A Waterfall"" choreography.If I was the director I would've inserted the ""Shanghai Lil"" number in the middle & close with ""By A Waterfall"",which blows the other 2 numbers out of the water so to speak & in my view the best of the 3 numbers. The 3 production numbers are the frosting on the cake & James Cagney's performance is added decoration to the cake. An outstanding musical achievement,a 4 star movie, the ultimate musical,well worth watching,you won't be disappointed!!!!!!!!!",positive
"The sun should set on this movie, forever.<br /><br />It goes on forever (which isn't usually a bad thing - The English Patient, Schindler's List) but is SO tedious. The aging of the actors is unbelievable and so is the drawn-out never-ending story line which really seems to go nowhere.<br /><br />In short, a waste of talent and film.",negative
"When I saw on the voting panel that some people had given this film a score of 10 I assumed they were unaware that the score wasn't out of 100. This is a disaster movie in the real meaning of that term. Poorly written and weakly directed with so-called actors unable to act, but able to grimace when ordered to. For the first 60 minutes the story appears to be going in one direction, then it changes tack and gets involved in a power fight, with extremely poor special effects. Unable to work out an intelligent way for the hero with limited powers to beat the villain with super powers, the ""writer"" cheats. It is obvious that the father was added to the so-called story-line because it was easier than working out an acceptable denouement. Not that the write would even know the word ""denouement."" Some movies go directly to DVD. This one should have gone directly to the dustbin.",negative
"The DVD version released by Crash Cinema was very poorly done. The mastering engineer must have been either drunk, asleep or not even in the room while it was being done. It looks like it was mastered from about a tenth generation copy and about halfway through the film, the audio synchronization disappears. The dialog is about 10 or 15 seconds behind the audio. If you're thinking about purchasing this DVD, please save your money. I remember seeing this film at the theater back in 1973. Also, the VHS copy of this film under the title of ""When Taekwondo Strikes"" looks better than the DVD, but the remaining several minutes of the movie are ""missing"". Where is the original camera negative?",negative
"Dead Man Walking, absolutely brilliant, in tears by the end! You can not watch this film and not think about the issues it raises; how can you justify killing (whether it be murder or the death penalty) and to what point is forgiveness possible (not just in a spiritual way). Don't watch this film when your down! But WATCH IT!!!",positive
This is the second film I've seen of Ida Lupino as a director after 53's the hitch-hiker. I think this one was a better film then that one. This one has a girl who is about to get married and she is then sexually assaulted and doesn't like everyone looking and talking about her so she runs away and and is taken in by a family. I think Leonard Maltin's review is right only to give it 2 and 1/2 stars.,positive
"This film laboured along with some of the most predictable story lines and shallow characters ever seen. The writer obviously bought the playbook ""How to write a space disaster movie"" and followed it play by play. In particular, the stereo-typical use of astronauts talking to their loved ones from outer space - putting on a brave show in the face of disaster - has been done time and time again.<br /><br />Max Q appears to have been written in the hope that the producers would throw $50 million at the project. But, judging by the latter half of the film which contained numerous lame attempts at special effects, the producers could only muster $50 thousand. To learn that the film was nominated for a ""Special Visual Effects"" Emmy has me absolutely gob-smacked.<br /><br />I think a handful of high school students with a pass in Media Studies could have created more believable effects!<br /><br />And the plot holes are too numerous to mention. But I will pick one out as an example. Now, I'm no NASA expert, but surely it's highly implausible that a worker attached to the shuttle simulator would suddenly hold a position of power in the control room when things start to go pear-shaped with the program. Surely there is someone more experienced at Mission Control who the Program Director would call on rather than a twenty-nine year old who has not been in the control room before.<br /><br />The only saving grace for this film is the work of Bill Campbell. He manages to make a good attempt at salvaging something out of the train wreck that is this script.<br /><br />I give this film 2 out of 10, with the above-average work of Bill Campbell in the lead role saving it from a lower mark.",negative
"Set in the 1794, the second year of the French republic formed after the execution of Louis XVI, this film portrays the power struggle between the revolutionary leaders Danton (Gerard Depardieu, at his finest) and Robespierre (a commanding performance by the Polish actor Wojciech Pszoniak). The moderate revolutionary Danton has returned to Paris from his country seat where he has been since being deposed as leader of the Committee of Public Safety in the previous year by Robespierre. He is opposed to ""The Reign Of Terror"" which has resulted in the executions of thousands of citizens, mainly by guillotine, who are thought to be opposed to the Revolution. Danton is confident of the support of the ordinary people and tries to persuade Robespierre to curb the bloodletting. But Robespierre and the Committee are afraid that the popularity of Danton will lead to them being overthrown, and put Danton and his supporters on trial for being traitors. This was the first French language film made by Andrzej Wajda after he had arrived in France from Poland. His Polish film company was closed down by the government due to his support for the Solidarity trade union, which had opposed the Polish government in the late seventies and early eighties. His previous film ""Man Of Iron"" (1981) had dealt with the Solidarity union and its leader Lech Walesa, and it is easy to draw comparisons between the relationship of Walesa and the Polish leader General Jaruselski, and that between Danton and Robespierre. Danton/Walesa are the voice of reason opposed to Robespierre/Jaruselski who continue dictatorial rule despite having lost the support of the people they claim to represent. The film is based on the Polish play ""The Danton Affair"" written by Stanislawa Przybyszewska in the 1930s, and on its release the film was criticised by some for being static and theatrical. But what the film does is to concentrate on the behind-the-scenes meetings of the Committees and the scenes in the National Assembly and the courtroom rather than the activities on the streets of Paris.",positive
"OK, plain and simple, if you are a fan of the other Tomb Raider games (yes, even AOD) KEEP AWAY FROM LEGEND.<br /><br />It is, without doubt, the most disappointing TR game yet. It looks very nice, it sounds very nice, but it is totally unplayable and I've given up. I feel like I've been robbed by Eidos.<br /><br />It's very simple. TR was a PC game before anything else. You control Lara using the keyboard. In 6 Tomb Raider games the controls were standard. In AOD they were 'tacky', but still the same general control sequences. In Legend they have changed her movement and control methods completely and she is totally uncontrollable.<br /><br />I have seen comments elsewhere from people who say 'Use the mouse'. No, why should I? Others say 'Use a gamepad'. No, why should I? Others say 'But this has been the standard for 3rd person controls for years' Well, I don't care, it is not the standard for any other TR game so why mess with it. Oh, I know, because they couldn't care less about their original, loyal fan base, they want to cash in on the new kids who hadn't even heard of the series until the movies came out and make lots more money. Pathetic.<br /><br />My advice to any serious TR fan is keep away from this game, and if you do buy it complain to Eidos. I have seen masses of other posts, mainly on the Eidos forums, from people telling them how rubbish it is, perhaps they will listen.",negative
"This documentary explores a story covered in Pilger's latest book ""Freedom Next Time"", which was published in 2006. It reveals the shocking expulsion of the natives of Diego Garcia, one of the Chagos Islands in the Indian Ocean.<br /><br />The islanders are technically British citizens, as Diego Garcia is a British colony, much like Mauritius, the nearby island to where the natives were exiled, used to be. But the British government has ignored their pleas to return to their homeland, as the island is now a military base for the United States army, who have used it as a basis for the bombing of Iraq and Afghanistan.<br /><br />As usual, Pilger's coverage is shocking, especially as he documents the treatment and the current impoverished living conditions of the surviving islanders. His interviews all round are excellent, and his cornering of a Parliament representative where he uses the Government's own information to pin him down, ranks as one of his best.<br /><br />Pilger also uses dramatic reconstruction to dissect a series of recently released documents that fully illuminate the British conspiracy to evict the natives. The weaving of this footage with the interviews, and the islanders music, really heightens the film's impact.<br /><br />It is not easy viewing, but ""Stealing a Nation"" is John Pilger at his best. Recommended.",positive
"It's a puzzle to me how this turd of a film ever got distribution.<br /><br />Sure, it's horror and there's a fair share of nudity, but by god, the production value is the lowest I've ever seen, the equipment used is worse than standard home equipment, everything is overlit, giving everything an amateurish look, bringing your thought to America's worst home video's or whatever that show was called..<br /><br />Please people, is it too much to ask that you actually do an effort when you expect to waste 90 minutes of peoples lives watching this? You really should have done some short projects first cause it's obvious you're a bunch of amateurs! 1/10",negative
"This film's premise is so simple and obvious that only a Texas millionaire high on oil fumes and whiskey would have a problem understanding it if someone shouted it across the proverbial parking lot. In summary: the oil business is in cahoots with The Government (or Gummint if you prefer), the Gummint is in cahoots with Middle Eastern despots, and the CIA is a singular festering pool of double dealing sons-of-(insert word) willing to toe any line that comes their way. The only people that get done over are the good ones, like Mr Clooney (""Bob""). Oh, and terrorism is a result of the poverty which globalization creates when wicked multinationals stalk the world looking for a tasty takeover or three . That really fits to the profiles of the well-heeled 9/11 perpetrators.<br /><br />In Syriana this facile tissue of political half-truths and Hollywood holograms is stirred up in a repugnant vermicelli of story strands that twist, turn and whirl through the gloopy circumlocutions of their own insignificance until the poor viewer is left alone with the conclusion that: <br /><br />1. the ""director"" (good joke) should never be let near a camera again <br /><br />2. people like Clooney and Hurt might know how to act, but they sure don't know how to pick a script <br /><br />3. if you want to see a film that deals with corruption in big business and the state, go and see Claude Chabrol's ""L'ivresse du pouvoir"", which is insightful, funny and brilliantly acted. <br /><br />Empty, doom-laden sententious piffle spun out to evening-ruining length.",negative
"Beautiful coming of age romance about an English boy and French girl who run off, and grow up.<br /><br />I saw this movie as a teenager and loved it. I saw it again this year and loved again.<br /><br />",positive
Steven what have you done you have hit an all new low. It is weird since Steven's last film shadow man was directed by the same director who did this trash. Shadow man was good this was diabolically bad so bad it wasn't even funny Steven is hardly in the movie and feels like he is in a cameo appearance and when he is in the film he is dubbed half the time anyway. As for the action well let's just say the wizard of oz had more action than this trash there is hardly any action in the film and when it does finally arrive it is boring depressing badly shot so called action scenes. Seagal hardly kills anyone unlike his over films where he goes one man army ie under siege 1 and 2 and exit wounds. the plot is so confusing with so many plot holes that it doesn't make scenes sometimes. flight of fury better be good what a shame i wasted 5 pounds on this garbage 0 out of ten better luck next time,negative
"I was really hoping that this would be a funny show, given all the hype and the clever preview clips. And talk about hype, I even heard an interview with the show's creator on the BBC World Today - a show that is broadcast all over the world.<br /><br />Unfortunately, this show doesn't even come close to delivering. All of the jokes are obvious - the kind that sound kind of funny the first time you hear them but after that seem lame - and they are not given any new treatment or twist. All of the characters are one-dimensional. The acting is - well - mediocre (I'm being nice). It's the classic CBC recipe - one that always fails.<br /><br />If you're Muslim I think you would have to be stupid to believe any of the white characters, and if you're white you'd probably be offended a little by the fact that almost all of the white characters are portrayed as either bigoted, ignorant, or both. Not that making fun of white people is a problem - most of the better comedies are rooted in that. It's only a problem when it isn't funny - as in this show.<br /><br />Canada is bursting with funny people - so many that we export them to Hollywood on a regular basis. So how come the producers of this show couldn't find any?",negative
"1st watched 7/19/2003 - 1 out of 10(Dir-Brad Sykes): Ridiculously lame 3D movie which pretty much follows the plots of many 80's teen slasher flicks. Stupid kids go to a known murderous camp site, become hunted by an unknown masked man, and then we try to figure out who, if anyone, is going to live. We really don't care who's behind the mask but even that's not hard to figure out if you've seen any of these kinds of movies. What a waste of a 3D viewer despite somewhat decent 3D effects.",negative
"This Was One Scary Movie.<br /><br />Brad Pitt Deserved an Oscar for this.<br /><br />A traveling novelist (played by David Duchovny of the X-Files fame) and his girlfriend pick up two hitch-hikers(Juliette Lewis and Brad Pitt) on their way to California. <br /><br />On their way they stop at infamous serial killer murder scenes to photography the scenes for an upcoming book Duchovny's character is working on, little do they know that the most disturbed serial killer in the history of the country is sitting right next to them in the same car.",positive
"Even though I'm quite young, The Beatles are my ABSOLUTELY FAVOURITE band! I never had the chance to hear their music as it was releases but have loved them since I can remember.<br /><br />It's the sort of film that is worth trying the once. I can see why it wasn't released in the cinema but it is certainly a great film to put on the TV. I was flicking through my TV guide and happened to see this film, it didn't much details except something like, 'John Lennon and Paul McCartney meet after The Beatles have broken up, Jared Harris Stars'. I'd never heard of him (he played John) or Aiden Quinn who played Paul. However they are certainly underestimated actors!<br /><br />The film had a slow start but as it developed, I could see how well Quinn but especially Harris played their characters. As a huge fan, I sort of know what the real Lennon and McCartney are like. The script was brilliant and Harris got Lennon's accent, personality and mannerisms spot on! Quinn played McCartney quite well but sometimes went into his Irish accent. THe make-up artists made them look excellent.<br /><br />THIS PARAGRAPH MAY BE COUNTED AS A *SPOILER*:<br /><br />As I mentioned before, it got off to a slow start but soon developed and became quite an emotional film. I found the bit in the park a total waste of time and quite out of character for both of the musicians. As for Lennon's rude line in the Italian restaurant, totally unnecessary. The ending was very poignant and brings a tear to my eye whenever I watch it.<br /><br />It is quite different from the other biographical films I've seen where it's about how The Beatles got together and became famous, and those never really did the characters that well. E.g. 'Backbeat'.<br /><br />In conclusion, I would say, if you're a Beatles or John Lennon or Paul McCartney fan, give it a chance you may have pleasent surprise. At only about 95 minutes long, it's worth waiting for the film to develop.<br /><br />If anyone does know whether the meeting of 1976 really did happen please send it to the 'comments page' for this film, I'd be very interested.",positive
"Jay Craven's criminally ignored film is a sober breath of fresh air in the generally narcissistic and derivative world of independent film. First off, the photography is pure aesthetic pleasure, capturing all of the gloomy beauty of Northern New England in late autumn (Cinematographer Paul Ryan did 2nd Unit on Malick's Days of Heaven). Second, the performances are uniformly excellent - Rip Torn's Noel Lourdes is irascibly charming and Tantoo Cardinal's Bangor is at once sensitive and exuberant, to say nothing of a fine supporting cast. Overall though, it is a tribute to the narrative strength of the film that the story maintains a strong and lively pace while still unfolding in its own time, and the film comes to a conclusion, natural and genuine, that nevertheless does not seem expected. This is one of the rare cells of dignity in the independent film world, a film that explores a small piece of the intersection between humans and history.",positive
"The best bit in the film was when Alan pulled down her knickers and ran the cut throat razor over her bum cheeks and around her bum hole. It was also brilliant to see Alan's bum going up and down like a fiddler's elbow later on in the film.<br /><br />Alan was tough as hell in it like when he got annoyed and pushed the four eyed wimp onto the sofa.<br /><br />I've been laughing for days about the cut throat razor bit. A brilliant idea by the script writers. Alan must be brought back into Eastenders so he can do the same to Peggy.<br /><br />Alan is back, and this time he's armed with a razor. Watch out if you're a girl and he finds you and pulls your knickers down.",positive
"I have always said that some plays by their very nature just can't be translated to film, and this one is a prime example.<br /><br />As a play, this is a very funny farcical satire of the Catholic church, with a razor wit and a central character who is so shockingly unreal we have to root for her even when she starts murdering her parishioners (one of whom made the fatal mistake of admitting he had not sinned since his last confession, so she feels she is sending him straight to heaven).<br /><br />That's just one example of how far outside of reality the play goes, and in the make believe world of the theater, it works. However, that kind of heightened reality rarely works on film, and it certainly doesn't here.<br /><br />Director Marshall Brickman has assembled a fine cast who do great work, but by presenting all this absurdity in a realistic fashion the comedy becomes tragedy and you are left with an empty feeling in the pit of your stomach.<br /><br />Seek out a production of the stage play instead, you won't be disappointed.",negative
"Good lord.<br /><br />I'm going to say right off the bat, I only watched 20 minutes of this movie. As I am a hardcore Eraserhead fan, the ""what, you can't watch a wierd black and white movie with little-to-no dialogue?"" defense does not apply. I simply can't watch TERRIBLE weird black and white movies with little-to-no dialogue.<br /><br />This movie is what happens when you give an angsty goth-child with no talent and nothing to say a camera and budget, and let him/her put as much meaninglessly offensive imagery on screen as possible. It was clear from the start that this film should have been 5 minutes long (assuming it should exist at all). Shots that should last a few seconds drag on for minutes, because the director has ""I-Just-Love-The-Sound-Of-My-Own-Voice"" syndrome, and refuses to cut to another shot until the entire piece of footage has been viewed. From the moment the girl in the mask started masturbating the corpse of ""God"" (the opening scene of the film! joy!), I knew it was only a matter of time until I turned off the tape. After at least 10 minutes of a different corpse being pulled around, twitching, on a rope, by a gang of cloaked mystery-men, I knew it was time to give up. Rarely do I give up on a movie. I sat through the entirety of Blair Witch 2: Book Of Shadows, albeit not happily. This did not deserve the 20 minutes I gave it.<br /><br />If you're an Eraserhead fan, do NOT let simple-minded comparisons to said film con you into renting this piece of amateur trash. Allow me to refer you to Tetsuo: The Iron Man, for a watchable and enjoyable piece of incoherent black and white weirdness.",negative
"This isn't cinema. It isn't talent. It isn't informative. It isn't scary. It isn't entertaining. It isn't anything at all.<br /><br />I got this because my cousin says, ""Diablo! COOL!"" Yeah, right. The only thing cool about this experience was the lone fact that I didn't buy it but rented it instead.<br /><br />It's shot like a bad soap opera. No wait. Soap operas at least LOOK professional...sorta. This? This looks like it was shot with someone's camcorder. It's horrid! Wretched! It sux.<br /><br />The cinematography is detestable! WHO IS this director anyway? I don't even care enough to look him up. He STINKS! The performances by these poor unsuspecting actors were far better than this crap-fest deserved.<br /><br />2.6/10 on the ""B"" scale. <br /><br />That registers about a 0.3/10 on the ""A"" scale from...<br /><br />the Fiend :.",negative
"83 minutes? Nope, this thing is 72 minutes, tops.<br /><br />If you cannot guess the killer in this movie, you had better throw your TV out the window, because you ain't learned nothing in 20+ years of cinematic slasher history.<br /><br />And how come the plain star who never gets naked is always the one you want to get naked?",negative
"Thoughtless, ignorant, ill-conceived, career-killing (where is the talented Angela Jones now?), deeply unfunny garbage. It's no wonder Reb Braddock hasn't directed anything else since - anyone who has a chance to make his first film on his own rules, based on his own script, with the help of Quentin Tarantino himself, and creates something like THIS, anyone who feels that THIS was a story worth telling to the world, doesn't deserve a second break. Under the circumstances, the performances are good - the actors do what they're told to do, and they do it well. It's just that they shouldn't have done it in the first place. <br /><br />0 out of 4.",negative
"I get the feeling that the producers of this mess were out to make the most painful, ridiculous Western ever made. ""PAINFUL"" is the best word I can think of to describe it.<br /><br />On the plus side you have nice color photography and beautiful and well-spoken Rhonda Fleming. My sympathy goes to Jacques Aubuchon (who played the cripple), who acted well enough in an annoying role, written so atrociously that no actor could give an enjoyable performance. The production values were quite good, which only served to highlight the terrible story and screenplay.<br /><br />Things I hated: Stewart Granger looked so little like a western figure, what with his British accent, neat tailored outfit, and silly immaculate always-white kerchief tied around his neck. It got tiresome the way the townspeople and his son were constantly haranguing and insulting Granger, and he never spoke up or replied back. I know we are supposed to suspend disbelief and appreciate Westerns as symbolic morality plays, but this one broke the spell with it laughably unrealistic and predictable scenes, the worst being at the end where Granger miraculously, speedily and single-handedly plants dynamite around a canyon pass that the bad guy's cattle will pass through, and then Granger plants himself in the perfect spot so he can shoot the dynamite from a very far distance to create rock slides to bury and spook the cattle and bad guys, seemingly destroying them all, save the two main bad guys. Next worst is everything about the plot, which is loaded with soap opera scenes. Nothing in the movie seemed believable: I couldn't believe what all the conflict was about. The bad guy was driving his herd through to market and wanted the cows to chew some grass along the way; I don't see why something couldn't have been worked out. You need a land ownership dispute for that? Don't bother to see it.",negative
"Martin Ritt's first film offers an exceptional existentialist answer (three years later) to Elia Kazan's more conservative ""On The Waterfront."" While ""Waterfront"" benefited immensely from an electrifying Marlon Brando, who inadvertently disguised Kazan's offensive theme of trying to justify naming names (as Kazan did eagerly before the House Un-American Activities Committee), ""Edge of the City"" boasts a young John Cassavetes and an upstart Sidney Poitier daring to confront issues that ""Waterfront"" failed to acknowledge, namely, workers' rights and race relations.<br /><br />""Edge of the City"" boldly dives into this (then) unknown territory, and although the quite appealing black protagonist (Poitier) may seem a bit Hollywood simplistic, the courageous struggle against thinly-veiled bigotry and violence has hardly aged at all. One wonders how shocked initial 1957 moviegoers were at such a bold presentation of white-black relations (if some of the bigoted didn't leave the theater early, they must of left dumbfounded, if not offended). <br /><br />The last reel of the film will still surprise audiences, as it refuses to sink into expected clichés, including those that tainted ""Waterfront."" Only the most jaded viewers will not realize what a radical and entertaining film ""Edge of the City"" ends up being.<br /><br />What's most disturbing about this lost classic: how it sadly remains unavailable on any format, for reasons that remain quite cloudy. This film should be required viewing in high school or college history classes across the country, yet one can only find it on obscure late-night TV, if ever at all.",positive
"Schlocky '70s horror films...ya gotta love 'em. In contrast to today's boring slasher flicks, these K-tel specials actually do something scary and do not resort to a tired formula.<br /><br />This is a B movie about the making of a B movie...that went horribly wrong. Faith Domergue (This Island Earth) stars as an over-the-hill, B movie queen making a movie about a series of grisly murders that befell a family in their home. Her boyfriend/director, who looks and acts like Gordon Jump with an attitude, is filming on location and on a tight schedule. The Ken doll co-star discovers a book of Tibetian chants that they work into the script to add ""realism"". Unfortunately, ""realism"" is something they could have done without.<br /><br />John Carradine, having long since given up looking for the 17th gland (The Unearthly), now eeks out a humble existence as the caretaker for the estate. He goes about his daily work, but always seems to run afoul of the director.<br /><br />The horror builds slowly; a dead cat here, John Carradine entering a grave there, finally culminating in seven, yes seven murders. (At least there's truth in advertising.) It's just sad that the ghoul didn't understand that there was a movie being made above him. How was poor Faith to know that those darn Tibetian chants would actually work? Face it, you just can't go around tugging on Satan's coat and expect him to take it lying down.<br /><br />Sterno says perform an autopsy on The House of Seven Corpses.",negative
"This is one of may all-time favourite films. Parker Posey's character is over-the-top entertaining, and the librarian motif won't be lost on anyone who has ever worked in the books and stacks world.<br /><br />If you're a library student, RENT THIS. Then buy the poster and hang it on your wall. The soundtrack is highly recommendable too. I've shown this film to more library friends than any other -- they all fall in love with it.",positive
"This movie was not so much promoted here in Greece,even though it got good actors , great script and rather good photograph was not a so called ""blockbuster"" movie in my Country. The movie itself is very powerful,it's about the hard time that a newcomer had to go through when he returns in his home-village after been released from a 5yo prison time(drugs) The end is rather sad.... Mourikis is trying to keep up with his part and he handles it pretty well... Lambropoulou is great and very sexy in a strange way and of course Hatzisavvas is for one more time close to excellency... 7 out of 10 because very few Greek movies can make such an impression!",positive
"I remember this in a similar vein to the Young Ones. We'd stumble back from the pub and watch this or tape it and then spend weeks replaying the lines to each other.<br /><br />We called one of our mates ""Zipmole Watkins"" after the brilliant episode in which Daniel Peacock has a bit of 'restyling' on his nose by the Back Street Abortionist.<br /><br />Lots of great lines ""Remember at 5:30 in the morning you can only get white bread from a brown man. Take it easy guy!"" - Gandhi as a local shopkeeper.<br /><br />Tony woodcock was definitely on there in the episode they were teaching Ralph (Daniel Peacock) to be a barman ""It's no good Amanda I'll never make it as a bar man"" Helen Lederer teaches him to ask people about the match ""See the match last night? I thought Woodcock played well"" After a string of failed conversations the curly haired Arsenal star was sitting at the bar: ""See the match last night?"" ""Yeah. I thought I played well""<br /><br />We still do odd stupid lines now - ""Reg and Ralph..... or....... Ralph and Reg. Reg, Reg... Reg Reg Reg Reg""<br /><br />Lots of very surreal silly moments and very surreal songs from the Flatlets - The Back Street Abortionist a personal favourite with the great ending line - ""And he'll mark your packages 'Return To Sender""<br /><br />Good old Danny Peacock - you added a lot to some young drinkers' evenings sir.<br /><br />**Update - I found a couple of episodes on tape - I'm going to upload the Gandhi sketch to Youtube **",positive
"Despite some reviews being distinctly Luke-warm, I found the story totally engrossing and even if some critics have described the love story as 'Mills and Boon', so what? It is good to see a warm, touching story of real love in these cynical times. Many in the audience were sniffing and surreptitiously dabbing their eyes. You really believe that the young Victoria and Albert are passionately fond of each other, even though, for political reasons, it was an arranged marriage. I did feel though that Sir John Conroy, who was desperate to control the young Queen, is perhaps played too like a pantomime villain. As it is rumoured that he was in fact, the real father of Victoria (as a result of an affair with her mother The Duchess of Kent) it would have been interesting to explore this theory. Emily Blunt is totally convincing as the young Princess, trapped in the stifling palace with courtiers and politicians out to manipulate her. She brilliantly portrays the strength of character and determination that eventually made Victoria a great Queen of England, which prospered as never before, under her long reign. I believe word of mouth recommendations will ensure great success for this most enjoyable and wonderful looking movie.",positive
"The movie plot seems to have been constructed from a disjointed dream. There is not enough realism to hold the viewer's interest. The Vermont Farm scene was a failed opportunity to show the way farms were set up and farm families lived which would have been interesting and entertaining. There was little if no research into the whiskey bootlegging trade of the period. The costumes of the Canadians looked like something from the French Revolution, totally unbelievable. The fiddle playing was good and of the time period but Chris's motions while supposedly playing were unbelievable. The owl's appearance was a never explained mystery and the train disappearing into thin air was too much. I couldn't understand how a live trout got frozen into the ice and why two men in the wilderness without food would release the trout, a good food source.",negative
"Henry Thomas showed a restraint, even when the third act turned into horrible hollywood resolution that could've killed this movie, that kept the dignity of a redemption story and as for pure creepiness-sniffing babies?",positive
"'Had Ned Kelly been born later he probably would have won a Victoria Cross at Gallipolli'. such was Ned's Bravery.<br /><br />In Australia and especially country Victoria the name Ned Kelly can be said and immediately recognised. In Greta he is still a Hero, the life Blood of the Town of Jerilderie depends on the tourism he created, but in Mansfield they still haven't forgotten that the three policeman that he 'murdered' were from there.<br /><br />Many of the buildings he visited in his life are still standing. From the Old Melbourne Gaol where he was hanged, to the Post office he held up in Jerilderie. A cell he was once held in in Greta is on display in Benella and the site of Ann Jones' Hotel, the station and even the logs where he was captured in Glenrowan can be visited.<br /><br />Evidence of all the events in the movie (except for his love interest) can be found all over Victoria, in police records and even in the Sash that Ned was awarded with for rescuing Dick Shelton from drowning. None of this is wrong, and whats left out would further justify Neds actions. The Horse that Ned 'stole' was actually stolen by Wild Wright (the man who Ned boxes with after getting out of jail). Ned was already in prison when the horse was reported stolen so he couldn't have stolen it.<br /><br />The Jerilderie Letter is more than what has been stated before. It is not self justification it is Ned's biography, an outline of what he stood for and who he was protecting. So go ahead and read it, watch the movie and then make up your mind about what Ned stood for.",positive
"For the sake of propaganda during World War II, Sherlock Holmes was moved into the then-present. One of the results is ""Sherlock Holmes and the Secret Weapon,"" starring a top Holmes, Basil Rathbone, along with Nigel Bruce, Lionel Atwill, Dennis Hoey and Kaaren Verne. It is Holmes' assignment to deliver a scientist, Dr. Franz Tobel (William Post Jr.) and his weapon design to the British government before the Germans can get him. Once the man reaches England, however, his troubles are just beginning. Can Holmes decode the message Dr. Tobel left before falling into the hands of the vicious Moriarity, save the weapon and possibly the scientist too? This is an effective Holmes story, set in the atmosphere of Switzerland and blackout England. The series worked just fine in the present day. It was not without its problems, but those problems had nothing to do with the time period. Whose idea was it to make Watson an idiot? Nigel Bruce's characterization - aided and abetted by the scripts - has always been the false note. I much prefer the characterization of Edward Hardwicke in the Jeremy Brett Sherlock Holmes series - there, he's attractive, intelligent and a believable companion for Holmes. In the Rathbone series, Holmes is often condescending and treats Watson like the bumbling fool that he is. However, in this particular film, Watson has a chance to be quite helpful in several parts.<br /><br />I admit to being a complete sap for Rathbone's recitation from Richard II - ""...this blessed plot, this earth, this England"" - I can't imagine how much it meant to the Brits watching the film in 1942. Sherlock Holmes really served his purpose.",positive
"Remember the wooden, undramatic literary adaptations of the 1970s at their worst? You will when you see this broadly acted, unintentionally hilarious piece of chocolate-box adaptation. Most culpable of all is Catherine Z-J who, while undeniably easy on the eye, substitutes swishing a big dress and looking sultry for actually turning in a performance. Played po-faced like a melodrama, or Cold Comfort Farm without the jokes, this effort is not helped by a scriptwriter with a tin ear for dialogue who misses entirely the novel's sense of irony or tragedy. A shame, given the quality of the acting talent on offer - Joan Plowright, Claire Skinner, Steven Macintosh all deserve better than this.",negative
I enjoy watching Robert Forster. That was the main reason that I rented this movie. I also wanted to see a story take place out in the middle of nowhere where the characters could work off of each other really well with no distractions. <br /><br />Unfortunitaly I found the movie to be dull. I couldn't get interested in the characters. I couldn't get interested in the story which seemed to meander nowhere. <br /><br />After watching this movie for an hour I turned it off. I will rate the movie 4 out of 10. This falls well below the mandatory 7 rating that makes a movie worthwhile to watch.,negative
"This is an atrocious movie. Two demented young women seduce and torture a middle aged man. There's not much to give away in regards to a plot or a ""spoiler"". I would only comment that the ending is nearly the most preposterous part of the flick. Much of the film involves Locke and Camp cackling obnoxiously, all the while grinning psychotically at the camera. Add to this a soundtrack that repeats again and again, including a vaudevillian song about ""dear old dad"" that suggests an incestuous quality the viewer never really sees. The music is annoying at first, then ends up subjecting the viewer to a torture worse than that depicted on the screen. The theme here is of youth run amok, understandable as a reaction to the '60s, but done with little imagination or style. Avoid it!",negative
"I argued with myself whether to rent this or not. I'm always afraid of renting something I've never heard of (don't remember this being in theaters). Great cast...that's what tipped the scales. 30 minutes in, I almost stopped watching it. The first few minutes are fun to watch, but unbelievable. It only gets worse after that. The writers of this movie could do a little research on future projects if they want to make their movies even a little better. Or they could just try writing something just a little bit believable. I give it a 3....a 1 for the writing (only because there are words)and a 2 for being able to get so many good actors to agree to do this movie despite having to read the script. Oh my god this movie sucks.",negative
"I was going to say this was the worst gay-themed film I've ever seen, but I can honestly say this is the worst film if any genre I've ever seen.<br /><br />You know you're in trouble when a movie starts with a ""personal note"" from the Director, asking for the audience's ""understanding"" for the ""many challenges"" facing a first-time Director. The audio track is so bad in many scenes it's almost impossible to follow the dialogue, and this from a DVD version. Bad lighting, bad sets, bad photography, poor script, generally bad acting all add up to make this ""film"" unwatchable. I did make it through to the bad ending after several attempts, and immediately gave away the DVD I foolishly purchased. I'm sure there are many challenges facing a first-time Director. But, don't try to palm off this lame attempt as a finished product. I see from IMDb details that this was not only the first Directing attempt of Richard Natale, but also the only. That's the one positive thing I can say about this alleged ""movie"".",negative
